REPORTING_PERIOD,MEASURE_TYPE,MEASURE,CODE,CODE_DESCRIPTION,MEASURE_VALUE
2324,Activity by Treatment Function,Percentage of all attendances,258,Paediatric Respiratory Medicine,0.1
2324,Activity by Treatment Function,Percentage of all attendances,259,Paediatric Nephrology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,260,Paediatric Medical Oncology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,261,Paediatric Metabolic Disease,0
2324,Activity by Treatment Function,Percentage of all attendances,262,Paediatric Rheumatology,0
2324,Activity by Treatment Function,Percentage of all attendances,263,Paediatric Diabetic Medicine,0.1
2324,Activity by Treatment Function,Percentage of all attendances,264,Paediatric Cystic Fibrosis,0
2324,Activity by Treatment Function,Percentage of all attendances,270,Paediatric Emergency Medicine Service,0
2324,Activity by Treatment Function,Percentage of all attendances,280,Paediatric Interventional Radiology,0
2324,Activity by Treatment Function,Percentage of all attendances,290,Community Paediatrics,0.4
2324,Activity by Treatment Function,Percentage of all attendances,291,Paediatric Neuro-disability,0.1
2324,Activity by Treatment Function,Percentage of all attendances,300,General Medicine,1.1
2324,Activity by Treatment Function,Percentage of all attendances,301,Gastroenterology,2.1
2324,Activity by Treatment Function,Percentage of all attendances,302,Endocrinology,0.8
2324,Activity by Treatment Function,Percentage of all attendances,303,Clinical Haematology,2.1
2324,Activity by Treatment Function,Percentage of all attendances,304,Clinical Physiology,0.6
2324,Activity by Treatment Function,Percentage of all attendances,305,Clinical Pharmacology,0
2324,Activity by Treatment Function,Percentage of all attendances,306,Hepatology,0.4
2324,Activity by Treatment Function,Percentage of all attendances,307,Diabetic Medicine,1.2
2324,Activity by Treatment Function,Percentage of all attendances,308,Bone & Marrow Transplantation,0
2324,Activity by Treatment Function,Percentage of all attendances,309,Haemophilia,0
2324,Activity by Treatment Function,Percentage of all attendances,310,Audiological Medicine,0.4
2324,Activity by Treatment Function,Percentage of all attendances,311,Clinical Genetics,0.1
2324,Activity by Treatment Function,Percentage of all attendances,313,Clinical Immunology & Allergy,0
2324,Activity by Treatment Function,Percentage of all attendances,314,Rehabilitation,0.3
2324,Activity by Treatment Function,Percentage of all attendances,315,Palliative Medicine,0.2
2324,Activity by Treatment Function,Percentage of all attendances,316,Clinical Immunology,0
2324,Activity by Treatment Function,Percentage of all attendances,317,Allergy,0.1
2324,Activity by Treatment Function,Percentage of all attendances,318,Intermediate Care,0.8
2324,Activity by Treatment Function,Percentage of all attendances,319,Respite Care,0
2324,Activity by Treatment Function,Percentage of all attendances,320,Cardiology,3.9
2324,Activity by Treatment Function,Percentage of all attendances,321,Paediatric Cardiology,0.2
2324,Activity by Treatment Function,Percentage of all attendances,322,Clinical Microbiology,0
2324,Activity by Treatment Function,Percentage of all attendances,323,Spinal Injuries,0
2324,Activity by Treatment Function,Percentage of all attendances,324,Anticoagulant Service,0.7
2324,Activity by Treatment Function,Percentage of all attendances,325,Sport & Exercise Medicine,0
2324,Activity by Treatment Function,Percentage of all attendances,326,Acute Internal Medicine Service,0.1
2324,Activity by Treatment Function,Percentage of all attendances,327,Cardiac Rehabilitation,0.2
2324,Activity by Treatment Function,Percentage of all attendances,328,Stroke Medicine,0.1
2324,Activity by Treatment Function,Percentage of all attendances,329,Transient Ischaemic Attack,0.1
2324,Activity by Treatment Function,Percentage of all attendances,330,Dermatology,3.5
2324,Activity by Treatment Function,Percentage of all attendances,331,Congenital Heart Disease Service ,0
2324,Activity by Treatment Function,Percentage of all attendances,335,Inherited Metabolic Medicine Service,0
2324,Activity by Treatment Function,Percentage of all attendances,340,Respiratory Medicine (Thoracic Medicine),2.2
2324,Activity by Treatment Function,Percentage of all attendances,341,Respiratory Physiology,0.6
2324,Activity by Treatment Function,Percentage of all attendances,342,Programmed Pulmonary Rehabilitation,0.1
2324,Activity by Treatment Function,Percentage of all attendances,343,Adult Cystic Fibrosis,0
2324,Activity by Treatment Function,Percentage of all attendances,344,Complex Specialised Rehabilitation Service,0
2324,Activity by Treatment Function,Percentage of all attendances,345,Specialist Rehabilitation Service,0
2324,Activity by Treatment Function,Percentage of all attendances,346,Local Specialist Rehabilitation Service,0
2324,Activity by Treatment Function,Percentage of all attendances,347,Sleep Medicine Service,0.1
2324,Activity by Treatment Function,Percentage of all attendances,348,Post-COVID-19 Syndrome Service,0
2324,Activity by Treatment Function,Percentage of all attendances,350,Infectious Diseases,0.2
2324,Activity by Treatment Function,Percentage of all attendances,352,Tropical Medicine,0
2324,Activity by Treatment Function,Percentage of all attendances,360,Genitourinary Medicine,0.1
2324,Activity by Treatment Function,Percentage of all attendances,361,Nephrology,1.1
2324,Activity by Treatment Function,Percentage of all attendances,370,Medical Oncology,2.3
2324,Activity by Treatment Function,Percentage of all attendances,371,Nuclear Medicine,0
2324,Activity by Treatment Function,Percentage of all attendances,400,Neurology,1.6
2324,Activity by Treatment Function,Percentage of all attendances,401,Clinical Neuro-physiology,0.2
2324,Activity by Treatment Function,Percentage of all attendances,410,Rheumatology,2.1
2324,Activity by Treatment Function,Percentage of all attendances,420,Paediatrics,1.7
2324,Activity by Treatment Function,Percentage of all attendances,421,Paediatric Neurology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,422,Neonatology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,424,Well Babies,0
2324,Activity by Treatment Function,Percentage of all attendances,430,Geriatric Medicine,0.3
2324,Activity by Treatment Function,Percentage of all attendances,431,Orthogeriatric Medicine Service,0
2324,Activity by Treatment Function,Percentage of all attendances,450,Dental Medicine Specialties,0.1
2324,Activity by Treatment Function,Percentage of all attendances,451,Special Care Dentistry Service,0
2324,Activity by Treatment Function,Percentage of all attendances,460,Medical Ophthalmology,0.1
2324,Activity by Treatment Function,Percentage of all attendances,461,Ophthalmic and Vision Science Service,0
2324,Activity by Treatment Function,Percentage of all attendances,499,"Non-UK Provider; specialty function not known, treatment mainly medical",0
2324,Activity by Treatment Function,Percentage of all attendances,501,Obstetrics,3.4
2324,Activity by Treatment Function,Percentage of all attendances,502,Gynaecology,3.4
2324,Activity by Treatment Function,Percentage of all attendances,503,Gynaecological Oncology,0.2
2324,Activity by Treatment Function,Percentage of all attendances,505,Fetal Medicine Service,0.1
2324,Activity by Treatment Function,Percentage of all attendances,560,Midwife episode,3.6
2324,Activity by Treatment Function,Percentage of all attendances,650,Physiotherapy,4.7
2324,Activity by Treatment Function,Percentage of all attendances,651,Occupational Therapy,0.5
2324,Activity by Treatment Function,Percentage of all attendances,652,Speech and Language Therapy,0.2
2324,Activity by Treatment Function,Percentage of all attendances,653,Podiatry,0.5
2324,Activity by Treatment Function,Percentage of all attendances,654,Dietetics,0.7
2324,Activity by Treatment Function,Percentage of all attendances,655,Orthoptics,0.4
2324,Activity by Treatment Function,Percentage of all attendances,656,Clinical Psychology,0.2
2324,Activity by Treatment Function,Percentage of all attendances,657,Prosthetics,0
2324,Activity by Treatment Function,Percentage of all attendances,658,Orthotics,0.3
2324,Activity by Treatment Function,Percentage of all attendances,659,Dramatherapy,0
2324,Activity by Treatment Function,Percentage of all attendances,660,Art Therapy,0
2324,Activity by Treatment Function,Percentage of all attendances,661,Music Therapy,0
2324,Activity by Treatment Function,Percentage of all attendances,662,Optometry,0.1
2324,Activity by Treatment Function,Percentage of all attendances,663,Podiatric Surgery,0
2324,Activity by Treatment Function,Percentage of all attendances,670,Urological Physiology Service,0
2324,Activity by Treatment Function,Percentage of all attendances,673,Vascular Physiology Service,0
2324,Activity by Treatment Function,Percentage of all attendances,675,Cardiac Physiology Service,0.1
2324,Activity by Treatment Function,Percentage of all attendances,677,Gastrointestinal Physiology Service,0
2324,Activity by Treatment Function,Percentage of all attendances,700,Learning Disability (previously MH),0.1
2324,Activity by Treatment Function,Percentage of all attendances,710,Adult Mental Illness,1.2
2324,Activity by Treatment Function,Percentage of all attendances,711,Child & Adolescent Psychiatry,0.6
2324,Activity by Treatment Function,Percentage of all attendances,712,Forensic Psychiatry,0
2324,Activity by Treatment Function,Percentage of all attendances,713,Psychotherapy,0
2324,Activity by Treatment Function,Percentage of all attendances,715,Old Age Psychiatry,0.2
2324,Activity by Treatment Function,Percentage of all attendances,720,Eating Disorders,0
2324,Activity by Treatment Function,Percentage of all attendances,721,Addiction Services,0
2324,Activity by Treatment Function,Percentage of all attendances,722,Liaison Psychiatry,0
2324,Activity by Treatment Function,Percentage of all attendances,723,Psychiatric Intensive Care,0
2324,Activity by Treatment Function,Percentage of all attendances,724,Perinatal Psychiatry,0
2324,Activity by Treatment Function,Percentage of all attendances,725,Mental Health Recovery and Rehabilitation Service,0
2324,Activity by Treatment Function,Percentage of all attendances,726,Mental Health Dual Diagnosis Service,0
2324,Activity by Treatment Function,Percentage of all attendances,727,Dementia Assessment Service,0
2324,Activity by Treatment Function,Percentage of all attendances,730,Neuropsychiatry Service,0
