REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2324,First Attendances by Age and Gender,80-84 Male,150,Neurosurgery,3406
2324,First Attendances by Age and Gender,80-84 Male,160,Plastic Surgery,11378
2324,First Attendances by Age and Gender,80-84 Male,170,Cardiothoracic Surgery,1979
2324,First Attendances by Age and Gender,80-84 Male,171,Paediatric Surgery,15
2324,First Attendances by Age and Gender,80-84 Male,180,Accident & Emergency (A&E),2182
2324,First Attendances by Age and Gender,80-84 Male,190,Anaesthetics,12786
2324,First Attendances by Age and Gender,80-84 Male,192,Critical Care Medicine,170
2324,First Attendances by Age and Gender,80-84 Male,300,General Medicine,43793
2324,First Attendances by Age and Gender,80-84 Male,301,Gastroenterology,17129
2324,First Attendances by Age and Gender,80-84 Male,302,Endocrinology,3857
2324,First Attendances by Age and Gender,80-84 Male,303,Clinical Haematology,10267
2324,First Attendances by Age and Gender,80-84 Male,304,Clinical Physiology,10163
2324,First Attendances by Age and Gender,80-84 Male,305,Clinical Pharmacology,99
2324,First Attendances by Age and Gender,80-84 Male,310,Audiological Medicine,10308
2324,First Attendances by Age and Gender,80-84 Male,311,Clinical Genetics,146
2324,First Attendances by Age and Gender,80-84 Male,313,Clinical Immunology & Allergy,138
2324,First Attendances by Age and Gender,80-84 Male,314,Rehabilitation,1799
2324,First Attendances by Age and Gender,80-84 Male,315,Palliative Medicine,1595
2324,First Attendances by Age and Gender,80-84 Male,317,Allergy,19
2324,First Attendances by Age and Gender,80-84 Male,320,Cardiology,75174
2324,First Attendances by Age and Gender,80-84 Male,321,Paediatric Cardiology,6
2324,First Attendances by Age and Gender,80-84 Male,325,Sports & Exercise Medicine,11
2324,First Attendances by Age and Gender,80-84 Male,326,Acute Internal Medicine,2308
2324,First Attendances by Age and Gender,80-84 Male,330,Dermatology,46600
2324,First Attendances by Age and Gender,80-84 Male,340,Respiratory Medicine (Thoracic Medicine),22999
2324,First Attendances by Age and Gender,80-84 Male,350,Infectious Diseases,596
2324,First Attendances by Age and Gender,80-84 Male,360,Genitourinary Medicine,102
2324,First Attendances by Age and Gender,80-84 Male,361,Nephrology,5707
2324,First Attendances by Age and Gender,80-84 Male,370,Medical Oncology,6286
2324,First Attendances by Age and Gender,80-84 Male,371,Nuclear Medicine,288
2324,First Attendances by Age and Gender,80-84 Male,400,Neurology,11984
2324,First Attendances by Age and Gender,80-84 Male,401,Clinical Neuro-physiology,3167
2324,First Attendances by Age and Gender,80-84 Male,410,Rheumatology,5135
2324,First Attendances by Age and Gender,80-84 Male,420,Paediatrics,78
2324,First Attendances by Age and Gender,80-84 Male,421,Paediatric Neurology,6
2324,First Attendances by Age and Gender,80-84 Male,430,Geriatric Medicine,14802
2324,First Attendances by Age and Gender,80-84 Male,450,Dental Medicine Specialties,292
2324,First Attendances by Age and Gender,80-84 Male,451,Special Care Dentistry,49
2324,First Attendances by Age and Gender,80-84 Male,460,Medical Ophthalmology,339
2324,First Attendances by Age and Gender,80-84 Male,501,Obstetrics,4
2324,First Attendances by Age and Gender,80-84 Male,502,Gynaecology,107
2324,First Attendances by Age and Gender,80-84 Male,560,Midwife episode,23
2324,First Attendances by Age and Gender,80-84 Male,600,General Medical Practice,2716
2324,First Attendances by Age and Gender,80-84 Male,601,General Dental Practice,19
2324,First Attendances by Age and Gender,80-84 Male,700,Learning Disability (previously MH),45
2324,First Attendances by Age and Gender,80-84 Male,710,Adult Mental Illness,1274
2324,First Attendances by Age and Gender,80-84 Male,711,Child & Adolescent Psychiatry,50
2324,First Attendances by Age and Gender,80-84 Male,712,Forensic Psychiatry,14
2324,First Attendances by Age and Gender,80-84 Male,713,Psychotherapy,16
2324,First Attendances by Age and Gender,80-84 Male,715,Old Age Psychiatry,3489
2324,First Attendances by Age and Gender,80-84 Male,800,Clinical Oncology (previously Radiotherapy),13435
2324,First Attendances by Age and Gender,80-84 Male,810,Radiology,70533
2324,First Attendances by Age and Gender,80-84 Male,820,General Pathology,5
2324,First Attendances by Age and Gender,80-84 Male,822,Chemical Pathology,300
2324,First Attendances by Age and Gender,80-84 Male,823,Haematology,1821
2324,First Attendances by Age and Gender,80-84 Male,824,Histopathology,22
2324,First Attendances by Age and Gender,80-84 Male,830,Immunopathology,6
2324,First Attendances by Age and Gender,80-84 Male,831,Medical Microbiology & Virology,67
2324,First Attendances by Age and Gender,80-84 Male,833,Medical Microbiology (Microbiology & Bacteriology),29
2324,First Attendances by Age and Gender,80-84 Male,834,Medical Virology,4
2324,First Attendances by Age and Gender,80-84 Male,900,Community Medicine,2605
2324,First Attendances by Age and Gender,80-84 Male,901,Occupational Medicine,53
2324,First Attendances by Age and Gender,80-84 Male,902,Community Health Services Dental,4
2324,First Attendances by Age and Gender,80-84 Male,903,Public Health Medicine,1
2324,First Attendances by Age and Gender,80-84 Male,950,Nursing episode,48215
2324,First Attendances by Age and Gender,80-84 Male,960,Allied Health Professional Episode,111632
2324,First Attendances by Age and Gender,80-84 Male,990,Joint Consultant Clinics (Retired 1 April 2004),38
2324,First Attendances by Age and Gender,85-89 All Genders,100,General Surgery,82543
2324,First Attendances by Age and Gender,85-89 All Genders,101,Urology,39784
2324,First Attendances by Age and Gender,85-89 All Genders,107,Vascular Surgery,1634
2324,First Attendances by Age and Gender,85-89 All Genders,110,Trauma & Orthopaedics,64874
2324,First Attendances by Age and Gender,85-89 All Genders,120,"Ear, Nose & Throat (ENT)",32547
2324,First Attendances by Age and Gender,85-89 All Genders,130,Ophthalmology,154285
2324,First Attendances by Age and Gender,85-89 All Genders,140,Oral Surgery,6512
2324,First Attendances by Age and Gender,85-89 All Genders,141,Restorative Dentistry,524
2324,First Attendances by Age and Gender,85-89 All Genders,143,Orthodontics,129
2324,First Attendances by Age and Gender,85-89 All Genders,145,Oral & Maxillo Facial Surgery,6637
2324,First Attendances by Age and Gender,85-89 All Genders,146,Endodontics,28
2324,First Attendances by Age and Gender,85-89 All Genders,147,Periodontics,4
2324,First Attendances by Age and Gender,85-89 All Genders,148,Prosthodontics,25
2324,First Attendances by Age and Gender,85-89 All Genders,150,Neurosurgery,3541
2324,First Attendances by Age and Gender,85-89 All Genders,160,Plastic Surgery,15338
2324,First Attendances by Age and Gender,85-89 All Genders,170,Cardiothoracic Surgery,1007
2324,First Attendances by Age and Gender,85-89 All Genders,171,Paediatric Surgery,18
2324,First Attendances by Age and Gender,85-89 All Genders,180,Accident & Emergency (A&E),3762
2324,First Attendances by Age and Gender,85-89 All Genders,190,Anaesthetics,13961
2324,First Attendances by Age and Gender,85-89 All Genders,192,Critical Care Medicine,192
2324,First Attendances by Age and Gender,85-89 All Genders,300,General Medicine,66674
2324,First Attendances by Age and Gender,85-89 All Genders,301,Gastroenterology,20784
2324,First Attendances by Age and Gender,85-89 All Genders,302,Endocrinology,5788
2324,First Attendances by Age and Gender,85-89 All Genders,303,Clinical Haematology,13543
2324,First Attendances by Age and Gender,85-89 All Genders,304,Clinical Physiology,14201
2324,First Attendances by Age and Gender,85-89 All Genders,305,Clinical Pharmacology,128
2324,First Attendances by Age and Gender,85-89 All Genders,310,Audiological Medicine,15610
2324,First Attendances by Age and Gender,85-89 All Genders,311,Clinical Genetics,169
2324,First Attendances by Age and Gender,85-89 All Genders,313,Clinical Immunology & Allergy,126
2324,First Attendances by Age and Gender,85-89 All Genders,314,Rehabilitation,2826
2324,First Attendances by Age and Gender,85-89 All Genders,315,Palliative Medicine,2456
2324,First Attendances by Age and Gender,85-89 All Genders,317,Allergy,17
2324,First Attendances by Age and Gender,85-89 All Genders,320,Cardiology,96563
2324,First Attendances by Age and Gender,85-89 All Genders,321,Paediatric Cardiology,5
2324,First Attendances by Age and Gender,85-89 All Genders,325,Sports & Exercise Medicine,23
2324,First Attendances by Age and Gender,85-89 All Genders,326,Acute Internal Medicine,3241
2324,First Attendances by Age and Gender,85-89 All Genders,330,Dermatology,62439
2324,First Attendances by Age and Gender,85-89 All Genders,340,Respiratory Medicine (Thoracic Medicine),22992
2324,First Attendances by Age and Gender,85-89 All Genders,350,Infectious Diseases,641
2324,First Attendances by Age and Gender,85-89 All Genders,360,Genitourinary Medicine,144
2324,First Attendances by Age and Gender,85-89 All Genders,361,Nephrology,6643
2324,First Attendances by Age and Gender,85-89 All Genders,370,Medical Oncology,5282
2324,First Attendances by Age and Gender,85-89 All Genders,371,Nuclear Medicine,300
2324,First Attendances by Age and Gender,85-89 All Genders,400,Neurology,12670
2324,First Attendances by Age and Gender,85-89 All Genders,401,Clinical Neuro-physiology,3512
2324,First Attendances by Age and Gender,85-89 All Genders,410,Rheumatology,9367
2324,First Attendances by Age and Gender,85-89 All Genders,420,Paediatrics,123
2324,First Attendances by Age and Gender,85-89 All Genders,421,Paediatric Neurology,5
2324,First Attendances by Age and Gender,85-89 All Genders,430,Geriatric Medicine,27273
2324,First Attendances by Age and Gender,85-89 All Genders,450,Dental Medicine Specialties,329
2324,First Attendances by Age and Gender,85-89 All Genders,451,Special Care Dentistry,51
2324,First Attendances by Age and Gender,85-89 All Genders,460,Medical Ophthalmology,571
2324,First Attendances by Age and Gender,85-89 All Genders,501,Obstetrics,1790
2324,First Attendances by Age and Gender,85-89 All Genders,502,Gynaecology,10926
2324,First Attendances by Age and Gender,85-89 All Genders,560,Midwife episode,44
2324,First Attendances by Age and Gender,85-89 All Genders,600,General Medical Practice,3640
2324,First Attendances by Age and Gender,85-89 All Genders,601,General Dental Practice,60
2324,First Attendances by Age and Gender,85-89 All Genders,700,Learning Disability (previously MH),51
2324,First Attendances by Age and Gender,85-89 All Genders,710,Adult Mental Illness,2367
2324,First Attendances by Age and Gender,85-89 All Genders,711,Child & Adolescent Psychiatry,109
2324,First Attendances by Age and Gender,85-89 All Genders,712,Forensic Psychiatry,40
2324,First Attendances by Age and Gender,85-89 All Genders,713,Psychotherapy,18
2324,First Attendances by Age and Gender,85-89 All Genders,715,Old Age Psychiatry,7736
2324,First Attendances by Age and Gender,85-89 All Genders,800,Clinical Oncology (previously Radiotherapy),11697
2324,First Attendances by Age and Gender,85-89 All Genders,810,Radiology,91087
2324,First Attendances by Age and Gender,85-89 All Genders,820,General Pathology,16
2324,First Attendances by Age and Gender,85-89 All Genders,822,Chemical Pathology,398
2324,First Attendances by Age and Gender,85-89 All Genders,823,Haematology,2562
2324,First Attendances by Age and Gender,85-89 All Genders,824,Histopathology,34
2324,First Attendances by Age and Gender,85-89 All Genders,830,Immunopathology,5
2324,First Attendances by Age and Gender,85-89 All Genders,831,Medical Microbiology & Virology,46
2324,First Attendances by Age and Gender,85-89 All Genders,833,Medical Microbiology (Microbiology & Bacteriology),17
2324,First Attendances by Age and Gender,85-89 All Genders,834,Medical Virology,2
2324,First Attendances by Age and Gender,85-89 All Genders,900,Community Medicine,5130
2324,First Attendances by Age and Gender,85-89 All Genders,901,Occupational Medicine,71
2324,First Attendances by Age and Gender,85-89 All Genders,902,Community Health Services Dental,7
2324,First Attendances by Age and Gender,85-89 All Genders,950,Nursing episode,63667
2324,First Attendances by Age and Gender,85-89 All Genders,960,Allied Health Professional Episode,154877
2324,First Attendances by Age and Gender,85-89 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),21
2324,First Attendances by Age and Gender,85-89 Female,100,General Surgery,45333
2324,First Attendances by Age and Gender,85-89 Female,101,Urology,9425
2324,First Attendances by Age and Gender,85-89 Female,107,Vascular Surgery,710
2324,First Attendances by Age and Gender,85-89 Female,110,Trauma & Orthopaedics,43049
2324,First Attendances by Age and Gender,85-89 Female,120,"Ear, Nose & Throat (ENT)",17609
2324,First Attendances by Age and Gender,85-89 Female,130,Ophthalmology,89120
2324,First Attendances by Age and Gender,85-89 Female,140,Oral Surgery,3450
2324,First Attendances by Age and Gender,85-89 Female,141,Restorative Dentistry,281
2324,First Attendances by Age and Gender,85-89 Female,143,Orthodontics,67
2324,First Attendances by Age and Gender,85-89 Female,145,Oral & Maxillo Facial Surgery,3360
2324,First Attendances by Age and Gender,85-89 Female,146,Endodontics,15
2324,First Attendances by Age and Gender,85-89 Female,147,Periodontics,3
2324,First Attendances by Age and Gender,85-89 Female,148,Prosthodontics,10
2324,First Attendances by Age and Gender,85-89 Female,150,Neurosurgery,1926
2324,First Attendances by Age and Gender,85-89 Female,160,Plastic Surgery,6909
2324,First Attendances by Age and Gender,85-89 Female,170,Cardiothoracic Surgery,412
2324,First Attendances by Age and Gender,85-89 Female,171,Paediatric Surgery,9
2324,First Attendances by Age and Gender,85-89 Female,180,Accident & Emergency (A&E),2155
2324,First Attendances by Age and Gender,85-89 Female,190,Anaesthetics,7477
2324,First Attendances by Age and Gender,85-89 Female,192,Critical Care Medicine,88
2324,First Attendances by Age and Gender,85-89 Female,300,General Medicine,37279
